totClicks_1,totClicks_2,totClicks_3,totClicks_4,totClicks_5,totClicks_6,totClicks_7,totClicks_8,totClicks_9,totClicks_10,totClicks_11,totClicks_12,totClicks_13,totClicks_14,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,delay_1,delay_2,delay_3,delay_4,delay_5,delay_6,delay_7,delay_8,delay_9,delay_10,delay_11,delay_12,delay_13,delay_14
87.942782,46.435446,27.821596,14.302906,11.031414,6.251352,9.186150,6.315560,0.000000,4.697674,0.000000,0.000000,0.000000,0.000000,38.210387,62.772300,20.173122,24.053368,15.504690,16.964774,8.052157,8.834707,9.213020,4.827987,5.974400,0.000000,0.000000,0.000000,2.000000,0.000000,144.379401,114.827265,156.213155,165.213849,198.427882,187.276053,199.389876,213.167309,216.213292,240.000000,240.000000,240.000000
172.264161,28.108578,170.505523,34.292490,62.602167,11.095970,52.791962,12.017167,63.077524,5.711824,13.129252,4.102222,0.000000,0.000000,43.758637,54.445359,66.722679,49.425191,32.065199,31.214600,24.822664,17.120402,14.942805,8.875585,10.660283,0.000000,0.000000,1.731388,2.000000,-0.228907,3.000000,21.879163,84.037215,103.605061,127.534423,141.579241,173.174415,193.078530,198.435722,240.000000,240.000000,228.161199
244.103844,21.134914,98.072357,20.965240,50.974062,12.383853,46.916246,8.740689,71.319491,6.026155,21.114320,12.092881,2.584244,26.420715,56.031070,57.747341,53.172934,37.032961,32.932487,31.486064,20.340989,14.178221,12.917943,7.408451,6.501021,0.000000,0.000000,2.098089,2.000000,-0.619379,3.000000,71.706079,80.467810,109.772470,144.389805,164.937399,183.417873,197.713258,209.798505,240.000000,240.000000,224.042689
309.835712,23.117876,192.403933,24.564841,88.144152,10.945811,76.779787,14.747354,101.100071,6.911226,19.641548,10.343180,3.152141,19.296704,62.063579,79.720531,42.319194,45.818121,33.370473,43.364753,27.073470,26.128546,15.370098,7.327476,10.727850,0.000000,0.000000,4.216548,2.000000,-0.524503,127.307316,97.616805,121.106958,105.217425,140.564186,136.628247,181.755343,196.739793,197.606150,240.000000,240.000000,211.728527
74.162022,15.317509,41.466461,13.505155,7.585423,2.986147,0.032512,4.133815,0.000000,2.015387,0.000000,0.000000,0.000000,0.000000,23.625215,21.358446,22.463193,19.270651,3.354899,6.435860,9.078688,4.180349,4.560217,3.063591,4.555667,0.000000,0.000000,0.000000,6.422257,151.620225,152.724972,147.340680,208.428811,203.480061,182.595205,202.156820,214.132514,222.031495,223.234420,240.000000,240.000000,240.000000
235.172164,18.400894,157.778899,31.530464,78.345761,15.871496,77.024894,17.896552,119.085478,4.148013,27.047918,11.209746,2.168622,16.842040,46.066816,49.153360,76.638563,53.270137,38.314956,32.097712,25.605493,19.884342,16.250535,13.065459,14.916266,0.000000,0.000000,4.967444,-12.608970,-14.608970,-27.903591,6.782191,30.059655,75.371544,114.857168,136.049880,162.941337,169.976512,186.106244,240.000000,240.000000,199.315114
74.783924,16.305964,20.962835,18.076086,12.477513,9.297776,10.022460,5.982660,13.893484,4.997071,6.201287,1.164168,0.000000,0.000000,52.141746,56.917891,54.134831,35.244223,31.872268,26.139913,18.956368,12.784853,14.029142,6.857646,7.225341,0.000000,0.000000,0.690607,2.000000,-0.694036,3.000000,65.470561,84.438447,117.215701,151.421038,166.295472,181.668754,203.752829,207.443661,240.000000,240.000000,235.500890
43.405395,11.201425,30.403868,21.665845,26.899729,9.932002,25.385025,13.086367,29.787201,4.851958,3.837220,1.142583,1.344045,0.000000,73.799593,69.601222,73.609365,51.279086,49.725852,40.466059,38.771240,31.531589,24.767006,10.490464,15.490509,0.000000,0.000000,4.295423,-3.197353,-5.197353,50.375875,50.939277,65.472939,83.311554,108.026162,114.426419,159.050062,192.077288,180.460690,240.000000,240.000000,212.321849
644.546351,10.788362,27.062049,0.000000,59.243611,9.287582,51.981995,10.489645,132.740434,5.235855,23.452335,18.636411,9.590343,52.570317,42.919671,48.751802,0.000000,9.190893,7.753648,14.486200,5.586031,7.158738,1.315037,4.718242,0.000000,0.000000,0.000000,1.572215,2.000000,-4.521885,240.000000,185.952772,188.885950,170.127540,191.055551,200.127238,228.155040,204.681523,240.000000,240.000000,240.000000,226.213784
291.527333,3.179721,162.274525,32.983544,80.368808,12.838628,68.639532,16.763958,112.893959,6.140820,17.097309,8.384998,4.281563,9.158844,53.000000,55.602366,82.968399,59.920414,42.954245,41.607290,38.085851,27.085920,20.036776,10.950473,13.178371,0.000000,0.000000,4.390595,2.000000,10.091508,3.000000,9.926893,66.166202,70.933575,80.929839,107.463161,160.822456,180.998709,188.703557,240.000000,240.000000,209.757562
417.400391,23.688947,58.776329,11.384239,45.447827,8.137661,37.629727,9.438030,80.622100,4.569725,14.447843,12.855066,6.818295,34.203824,51.444082,41.688621,28.021520,19.877078,18.153327,15.283689,15.903615,11.805329,7.744337,6.536049,3.607473,0.000000,0.000000,1.164153,2.000000,-1.422237,171.535050,130.795172,159.726708,160.599680,169.941615,179.515060,211.322791,207.483429,226.619767,240.000000,240.000000,231.319981
192.004179,31.424260,182.412305,35.658192,84.183192,14.353299,78.478520,16.278599,86.209617,7.403702,21.553497,13.835416,4.940916,29.127829,79.678816,75.238422,85.084852,62.920084,56.440671,53.581940,46.221444,35.713362,26.653208,11.223469,15.681478,0.000000,0.000000,5.459024,2.000000,-0.915148,3.000000,24.952077,49.636963,63.722605,82.925342,98.361358,149.811348,185.728392,177.650041,240.000000,240.000000,204.776252
419.341007,21.470608,175.700239,23.502115,91.488037,12.124801,80.713946,15.604658,124.654032,6.678815,23.166274,13.249723,4.990233,28.222742,50.587831,66.234788,43.939498,43.421140,28.990535,36.934068,24.451548,21.440498,12.913638,8.068793,8.786104,0.000000,0.000000,3.642858,2.000000,-1.058783,114.534206,84.628085,120.222662,108.807953,134.104669,142.021939,185.222158,190.709223,205.364274,240.000000,240.000000,214.309740
215.843592,22.446843,107.602451,25.028293,58.956866,13.182965,55.349514,12.120889,73.949558,6.592339,19.151211,10.425236,2.610731,19.089823,60.723421,66.581668,65.099387,48.323887,41.710244,40.429197,29.943647,22.455571,18.571201,8.948901,10.243019,0.000000,0.000000,3.261922,2.000000,0.000000,3.000000,49.519115,67.440608,88.475466,117.620070,136.500797,167.705579,190.571942,196.297574,240.000000,240.000000,217.778979
90.907977,50.150551,156.258000,39.098839,82.090256,15.894667,82.906881,20.349942,61.832903,8.451513,15.750545,7.218208,1.373437,4.907746,74.773733,93.570472,92.734420,77.013604,64.823432,64.068760,53.747996,43.524751,33.964567,12.837230,20.356580,0.000000,0.000000,5.733371,2.000000,-0.367210,3.000000,-6.890080,34.972627,42.232601,59.931305,68.440208,125.216158,174.552184,159.946695,240.000000,240.000000,206.173370
187.229746,21.040543,105.081110,30.547776,66.562224,14.124084,63.521070,17.041173,78.471568,7.154169,15.634208,9.650947,4.570389,14.678263,73.756763,74.351353,88.594590,64.494279,57.836355,52.654920,47.995070,36.427432,28.345987,11.852537,15.963439,0.000000,0.000000,5.236316,2.000000,-1.337838,3.000000,14.661778,44.715507,55.973038,69.171738,89.439177,144.117846,180.509397,176.123775,240.000000,240.000000,206.997628
223.158679,17.803756,183.756801,36.293037,98.582451,15.795215,92.022691,21.383618,112.262824,8.332372,19.923167,8.450790,3.025815,6.240683,67.383096,90.196244,89.738342,76.795392,59.220342,64.069134,49.976528,41.086894,29.382014,12.181785,18.580401,0.000000,0.000000,6.596514,2.000000,1.803756,3.000000,-0.990745,39.030710,32.352574,55.906550,70.667891,133.796769,171.048315,166.060214,240.000000,240.000000,197.521468
522.175252,17.210446,253.188336,35.071255,140.316654,19.355989,131.212052,22.845713,196.076434,8.996306,41.011720,25.070492,9.903044,60.177262,65.810649,77.494726,81.736815,69.214646,53.067938,61.093701,44.817897,35.489397,23.094691,12.233265,13.984067,0.000000,0.000000,7.428954,2.000000,-1.494726,3.000000,19.037728,43.399340,38.778234,60.130327,89.684050,149.643308,165.971889,182.768429,240.000000,240.000000,187.707624
228.371490,40.440795,133.847841,14.681379,33.484114,2.494536,19.400647,3.770170,19.268069,3.479147,4.035633,3.153071,0.000000,6.576914,47.237724,46.520939,0.000000,7.278062,1.523808,5.192005,0.634223,4.031211,0.400099,2.536482,2.299358,0.000000,0.000000,0.000000,2.000000,1.919855,240.000000,176.266798,215.094960,209.523027,238.728394,217.246226,235.090609,232.106888,234.329471,240.000000,240.000000,240.000000
179.345079,0.838209,62.865690,11.017137,26.014662,4.889070,16.881590,4.905209,36.140272,2.823473,4.057936,0.770909,0.368292,0.000000,42.933732,28.080008,26.822695,20.317652,11.894483,15.342985,14.704486,9.357727,6.139547,3.408257,4.246036,0.000000,0.000000,1.278173,6.066268,138.995791,140.672209,162.688317,188.677731,183.059053,170.030593,194.545592,213.593232,220.159428,222.221314,240.000000,240.000000,230.864235
59.349171,2.087072,20.565525,17.554394,8.801649,5.875825,2.641913,6.757881,11.777436,2.845172,0.000000,0.000000,1.529164,0.000000,61.783646,34.088840,59.829392,33.048483,31.886452,21.313279,29.195269,19.069957,15.994623,7.320167,9.576235,0.000000,0.000000,2.114072,2.000000,72.338564,75.121326,96.338368,124.550301,141.327321,133.838567,156.185463,188.562625,211.151375,203.409242,240.000000,240.000000,226.562989
201.575107,16.737759,133.079940,25.218942,46.835387,9.948224,37.043325,7.030340,59.636842,5.023947,15.677120,7.028644,0.297104,10.264456,45.671922,46.934163,51.540802,34.133524,24.247137,22.760722,14.491344,8.641156,8.786723,6.631351,5.791144,0.000000,0.000000,0.880637,2.000000,0.885200,3.000000,63.136269,95.882145,125.145012,159.041771,176.256224,192.889978,203.653690,214.702854,240.000000,240.000000,231.754680
714.771930,61.297965,305.354753,40.268764,187.994472,26.684782,189.283336,28.766511,250.591319,11.343919,65.062713,48.481775,19.699700,137.809354,97.226923,83.773077,96.510633,77.088804,74.274230,77.500425,64.136026,49.365381,32.991417,15.919674,16.556016,0.000000,0.000000,10.512380,2.000000,-1.000000,3.000000,20.824846,13.053732,19.503047,19.676506,61.602399,130.830817,152.936172,172.376992,240.000000,240.000000,167.697172
328.232456,90.260142,203.987117,39.935682,113.377651,20.531282,120.252111,21.220360,108.008408,9.260251,35.394308,21.391385,4.491271,52.218672,56.725054,78.547972,75.629111,65.895203,52.182474,53.898217,41.390803,31.473247,26.673507,12.906321,14.976950,0.000000,0.000000,4.249585,2.000000,-0.547972,3.000000,3.174422,48.910299,72.295092,84.188568,104.011099,139.257168,168.342443,180.304702,240.000000,240.000000,213.529920
130.038902,17.073390,70.576494,12.475389,22.584820,4.302003,11.850558,6.242992,14.307790,4.502091,0.000000,0.000000,0.000000,0.000000,43.507518,67.887709,14.995586,23.654919,13.034282,20.147233,7.086746,10.646541,6.580541,3.523032,5.746091,0.000000,0.000000,0.093625,2.000000,-0.717064,172.944266,137.312578,169.089265,159.254057,203.134798,185.958254,208.547229,217.861833,217.148296,240.000000,240.000000,240.000000
175.600481,8.623803,67.534689,23.802007,46.181510,12.039074,41.663576,12.790407,64.329298,6.198212,11.985620,5.620168,2.230858,2.698847,61.026317,66.376197,73.197967,52.374410,45.174250,41.377332,34.553121,25.680132,21.109204,9.597193,11.792149,0.000000,0.000000,3.497151,2.000000,-0.636962,3.000000,36.226810,62.219576,77.945522,101.545935,121.627974,161.609068,188.495907,190.897700,240.000000,240.000000,217.105764
295.552160,6.388568,157.729409,20.708448,68.131652,9.043284,54.385574,10.858163,90.626054,5.723206,16.346292,8.751036,3.084596,15.630995,58.694284,65.155216,40.662818,36.887047,27.314876,33.310264,20.881876,18.992305,11.051389,6.282891,7.799874,0.000000,0.000000,3.150917,2.000000,0.740955,106.151556,104.527571,124.450434,118.559935,153.990364,156.632530,194.371682,203.822051,208.296233,240.000000,240.000000,217.433902
394.877412,63.550193,105.172983,27.665179,102.447804,21.783032,113.277253,22.305912,127.910332,9.658106,36.371187,22.840978,7.054098,55.558761,63.281345,86.769711,76.556442,66.912963,59.221091,61.211575,45.988362,35.961093,29.445365,13.159361,14.543544,0.000000,0.000000,5.750519,2.000000,4.522404,3.000000,19.858619,33.622911,49.527764,62.818195,92.395880,132.950726,161.218367,178.419426,240.000000,240.000000,202.920652
501.688923,68.927011,152.363778,30.129014,124.953249,23.500312,134.550724,24.332637,161.230660,10.155033,43.405386,25.960295,7.439330,63.915625,51.363778,85.000000,71.800156,67.868417,53.642316,60.517273,41.683754,32.704976,26.388896,13.263146,13.493468,0.000000,0.000000,5.673683,2.000000,4.818111,3.000000,13.560603,38.270680,50.213966,64.856205,97.138839,135.563711,155.150348,182.704605,240.000000,240.000000,202.075047
418.193124,7.785689,240.714136,31.733393,119.197013,16.438715,107.439479,18.046222,163.269159,8.233605,34.971411,19.928580,6.883918,45.209370,66.342827,78.392845,70.949983,60.625666,46.644584,55.423802,36.244121,29.858762,19.008728,9.928099,11.962101,0.000000,0.000000,6.297189,2.000000,-6.164293,3.000000,41.666758,54.898367,54.484714,91.658289,112.571365,162.234228,178.758199,189.531398,240.000000,240.000000,194.930131
89.396005,5.206600,58.132002,25.480920,36.357925,10.724433,31.004914,12.512304,43.295350,5.907442,5.954045,2.008255,1.441192,0.000000,67.933999,68.652801,80.380200,55.756376,49.891534,43.473343,39.529121,29.671390,24.123978,9.927935,13.797717,0.000000,0.000000,3.747224,2.000000,-0.586800,3.000000,29.162776,58.152756,72.756633,93.804161,110.234354,156.274004,191.017895,183.983380,240.000000,240.000000,216.714114
222.224301,24.078424,309.696877,42.543599,118.368310,14.377865,104.107509,16.998439,119.132167,8.001303,28.557957,15.904985,4.316080,33.767126,81.880131,84.337668,80.440065,66.661634,53.447902,59.932799,43.366163,36.336295,23.523345,10.045917,16.135842,0.000000,0.000000,6.568012,2.000000,-0.897603,3.000000,32.751030,54.439979,56.992634,93.716813,100.457311,155.161721,188.443654,176.037761,240.000000,240.000000,195.527605
244.008846,26.279663,219.311304,39.532127,85.610918,12.460285,73.545149,14.828346,95.287464,6.036180,19.948543,12.783470,5.042678,26.569624,64.679850,51.167985,83.919963,56.255802,44.148819,39.042650,38.924701,26.878022,20.243518,10.869850,13.289754,0.000000,0.000000,3.996448,2.000000,4.576082,3.000000,15.321409,70.166204,87.484899,95.413803,116.433844,165.594252,189.919761,189.788379,240.000000,240.000000,212.956160
86.796220,11.678812,40.919028,17.879081,30.763589,10.463144,28.996672,10.116782,34.067634,5.735542,7.471209,0.000000,0.000000,0.000000,52.639676,71.271253,53.673413,45.031111,36.318144,38.137627,25.016038,20.695957,17.535249,7.235254,10.335450,0.000000,0.000000,2.558638,2.000000,27.946025,31.465593,72.585324,87.905815,100.149012,132.603667,144.967201,170.210822,196.011295,195.397708,240.000000,240.000000,223.532857
162.010850,34.031011,127.706976,34.230037,72.951614,14.793416,71.252691,18.071213,73.221686,7.548350,16.399102,9.861930,3.932597,15.160056,74.817052,78.596899,90.596899,68.029415,60.110935,55.481277,50.117942,38.522861,30.157657,12.316161,17.313087,0.000000,0.000000,5.314837,2.000000,-2.000000,3.000000,6.616160,42.057541,53.959693,66.594344,83.475865,138.618028,178.987372,171.503862,240.000000,240.000000,207.310231
497.057659,96.623373,204.954588,37.341939,126.175209,22.605462,134.675284,21.750491,144.197297,9.368867,44.918347,28.821953,7.384685,76.654371,45.935989,66.001860,68.376627,58.981384,44.920204,46.859941,35.158454,24.622144,22.085985,13.049409,11.420467,0.000000,0.000000,3.657362,2.000000,-1.312616,3.000000,8.728270,55.713790,84.643710,90.417658,121.321471,149.024962,163.702701,193.612538,240.000000,240.000000,215.447093
